wavelength_nm,surface_mirror_PM,surface_mirror_SM,surface_mirror_TM,surface_mirror_FSM,surface_EOL,surface_filter_Kepler,surface_detector,subsystem_telescope,subsystem_photometric_instrument,instrument_photometer
430.0,0.9279999999999999,0.9840000000000001,0.9840000000000001,0.9840000000000001,0.8823544947557795,0.48903721782132065,0.8388970029091002,0.7801468761897108,0.4102518563413107,0.32005670417570353
435.0,0.9279999999999999,0.987,0.987,0.987,0.8823552394894666,0.8090640570099844,0.8572085237507333,0.7873048070694011,0.6935366059293079,0.546024703726741
440.0,0.9276363636363637,0.9890000000000001,0.9890000000000001,0.9890000000000001,0.8823562002056059,0.9277649282593624,0.8744268194674928,0.7917910371269588,0.8112625354313209,0.6423504043114117
445.0,0.9270363636363637,0.992,0.992,0.992,0.882357436926902,0.952617310322672,0.8881196475835692,0.7985026043041372,0.8460381499257791,0.6755636660563887
450.0,0.926727272727273,0.991,0.991,0.991,0.8823590186884159,0.9515517256908957,0.8981815858244692,0.7958262069384064,0.854666237975059,0.6801657903660087
455.0,0.926418181818182,0.988,0.988,0.988,0.8823610307370162,0.9500729928551617,0.9075001618734296,0.788359350459887,0.862191394807633,0.6797166479826495
460.0,0.9258181818181821,0.992,0.992,0.992,0.8823635776581078,0.9484329581561796,0.9178073130971255,0.7974588734596034,0.8704787049780817,0.6941709674423955
465.0,0.9254545454545456,0.991,0.991,0.991,0.8823667859724801,0.9459246090817556,0.9216574465486516,0.7947402494711404,0.8718184598338222,0.6928692202618772
470.0,0.9251272727272728,0.9940000000000001,0.9940000000000001,0.9940000000000001,0.8823708078354533,0.9434162600073317,0.9171506443140637,0.8016997882555541,0.8652548307220885,0.6936746145769936
475.0,0.9247272727272728,0.995,0.995,0.995,0.8823758251435635,0.9436611728050694,0.9171378044216576,0.8037787302305512,0.8654673361444079,0.6956442365021698
480.0,0.924509090909091,0.995,0.995,0.995,0.882382054043622,0.9446880401917613,0.9295517792540732,0.8035947579551074,0.8781364486002952,0.7056658468645117
485.0,0.9243636363636364,0.992,0.992,0.992,0.8823897628237984,0.9445477145290179,0.9397866602262254,0.7962296206149594,0.8876733420615398,0.7067918083796729
490.0,0.9242545454545454,0.9940000000000001,0.9940000000000001,0.9940000000000001,0.8823992538784509,0.9426727586082901,0.9381163543430999,0.8009693184024185,0.8843367316441623,0.7083265891832471
495.0,0.9228000000000001,0.992,0.992,0.992,0.8824108711460862,0.9408779534874152,0.9325915320677318,0.7949017483726843,0.8774548121315807,0.6974903642814188
500.0,0.921818181818182,0.996,0.996,0.996,0.8824250220440988,0.9422607751094909,0.9227965284321192,0.8037131970993658,0.869514972148796,0.6988406581914749
505.0,0.9222363636363637,0.993,0.993,0.993,0.8824421757682069,0.9436435967315665,0.9150155536339414,0.7968493902088902,0.8634485680964581,0.688038464964402
510.0,0.9215636363636365,0.99,0.99,0.99,0.8824628691233775,0.9448389637105323,0.9113747780070178,0.7890914803679676,0.8611024008040672,0.6794885681988924
515.0,0.9212545454545455,0.9940000000000001,0.9940000000000001,0.9940000000000001,0.8824877121712849,0.9459325696011566,0.9062310978009717,0.7984495193960061,0.8572335109953502,0.6844576848643882
520.0,0.9209454545454546,0.995,0.995,0.995,0.8825173935095217,0.9473414739181673,0.8946624898997171,0.8006199810631083,0.8475508818408954,0.6785661709694785
525.0,0.9208181818181819,0.9940000000000001,0.9940000000000001,0.9940000000000001,0.8825527160926131,0.9495960168526552,0.8836165138896684,0.7981301097046499,0.839078722014858,0.6696939924525561
530.0,0.9206181818181819,0.995,0.995,0.995,0.8825945733843829,0.9518505597871431,0.873414302237744,0.8004054606395296,0.8313598925110935,0.6654249977225716
535.0,0.919290909090909,0.992,0.992,0.992,0.8826438740629154,0.9511961226904095,0.8635881160062875,0.7920881082512803,0.8214416675466962,0.6506541764858397
540.0,0.9186181818181818,0.991,0.991,0.991,0.8827016616277711,0.9502624631915219,0.8521362642394399,0.7891688682812361,0.8097531054309917,0.6390319418001922
