wavelength_nm,surface_mirror_PM,surface_mirror_SM,surface_mirror_TM,surface_mirror_FSM,surface_filter_sloan_u,surface_detector,subsystem_telescope,subsystem_photometric_instrument,instrument_photometer
1180.0,0.9356363636363636,0.9773909027670027,0.9773909027670027,0.9773909027670027,0.0,0.0,0.8735986811193999,0.0,0.0
1185.0,0.9359999999999999,0.9775912546197008,0.9775912546197008,0.9775912546197008,0.0,0.0,0.8744757529943197,0.0,0.0
1190.0,0.9380727272727275,0.9778965590535933,0.9778965590535933,0.9778965590535933,0.0,0.0,0.8772336120731591,0.0,0.0
1195.0,0.9367272727272729,0.9782018634874858,0.9782018634874858,0.9782018634874858,0.0,0.0,0.8767961261014152,0.0,0.0
1200.0,0.9370909090909092,0.9785071679213784,0.9785071679213784,0.9785071679213784,0.0,0.0,0.877958037057652,0.0,0.0
1205.0,0.9374000000000001,0.9787705704491568,0.9787705704491568,0.9787705704491568,0.0,0.0,0.8789570560050528,0.0,0.0
1210.0,0.937818181818182,0.9790148139962711,0.9790148139962711,0.9790148139962711,0.0,0.0,0.8800076316766126,0.0,0.0
1215.0,0.938018181818182,0.9792590575433855,0.9792590575433855,0.9792590575433855,0.0,0.0,0.8808542377966577,0.0,0.0
1220.0,0.9383272727272729,0.9795033010904999,0.9795033010904999,0.9795033010904999,0.0,0.0,0.881803973208953,0.0,0.0
1225.0,0.9396363636363635,0.979628950511521,0.979628950511521,0.979628950511521,0.0,0.0,0.8833740736874885,0.0,0.0
1230.0,0.9396363636363635,0.9797205418416888,0.9797205418416888,0.9797205418416888,0.0,0.0,0.883621872523995,0.0,0.0
1235.0,0.9396363636363635,0.9798121331718567,0.9798121331718567,0.9798121331718567,0.0,0.0,0.8838697176968722,0.0,0.0
1240.0,0.9396363636363635,0.9799037245020246,0.9799037245020246,0.9799037245020246,0.0,0.0,0.8841176092104516,0.0,0.0
1245.0,0.9402363636363638,0.9800615325756425,0.9800615325756425,0.9800615325756425,0.0,0.0,0.885109646332069,0.0,0.0
